ctime,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,heap_blks_read,heap_blks_hit,idx_blks_read,idx_blks_hit,toast_blks_read,toast_blks_hit,tidx_blks_read,tidx_blks_hit
1416393652.40465,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416393652.40465,pg_catalog,pg_db_role_setting,0,0,102400,0,0,0,0,0,0,0,0,0,306,102094,0,0,0,0
1416393652.40465,pg_catalog,pg_rowsecurity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_description,0,0,3406,0,0,0,0,0,0,0,0,0,969,6607,0,0,0,0
1416393652.40465,pg_catalog,pg_foreign_data_wrapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_conversion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_class,7903,1695452,610755,557763,1364,416,1364,405,337,88,7723,641422,5525,1277357,,,,
1416393652.40465,pg_catalog,pg_opfamily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_auth_members,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_operator,0,0,186834,979766,0,0,0,0,0,0,5215,677619,4594,405178,,,,
1416393652.40465,pg_toast,pg_toast_12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_attribute,2167,14775,500023,1126304,4988,140,4988,140,2514,22,19772,555556,4618,1044855,,,,
1416393652.40465,pg_catalog,pg_tablespace,0,0,17418,17418,0,0,0,0,0,0,511,16907,1063,33855,,,,
1416393652.40465,pg_catalog,pg_statistic,0,0,137285,131856,1129,3103,1132,2944,464,99,13786,127392,1599,293463,33210,133004,1510,164075
1416393652.40465,pg_catalog,pg_aggregate,0,0,12996,12996,0,0,0,0,0,0,968,12028,2201,20457,,,,
1416393652.40465,pg_catalog,pg_inherits,0,0,764,0,0,0,0,0,0,0,0,0,337,427,,,,
1416393652.40465,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,public,orders,17,165105000,5180936,8607152,15015000,0,15000,0,15000000,15000,2111236,7632864,94553,15621630,,,,
1416393652.40465,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_pltemplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_toast,pg_toast_2618,0,0,2625,8382,0,0,0,0,0,0,1535,1682,452,3782,,,,
1416393652.40465,pg_toast,pg_toast_3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_toast,pg_toast_2964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_toast,pg_toast_12330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_database,1876,7168,83229,83229,0,0,0,0,0,0,217,84888,1369,133004,,,,
1416393652.40465,information_schema,sql_sizing_profiles,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416393652.40465,public,lineitem,19,840102813,4204434,96135718,60045669,0,60340,0,59985751,60340,17204910,26541333,1115004,17438797,,,,
1416393652.40465,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_depend,0,0,31792,34184,5836,0,5836,0,6685,424,5787,40920,8163,82627,,,,
1416393652.40465,public,partsupp,7,40000000,55969,2336348,8000000,0,0,0,8000000,0,849081,3043165,38547,136096,,,,
1416393652.40465,pg_catalog,pg_language,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_toast,pg_toast_12320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_amproc,394,788,106808,168009,0,0,0,0,0,0,526,105083,954,237595,,,,
1416393652.40465,public,region,6438,32165,16,16,5,0,0,0,5,0,4,6447,8,14,,,,
1416393652.40465,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_range,0,0,5837,0,0,0,0,0,0,0,0,0,2348,9326,,,,
1416393652.40465,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_opclass,394,394,147085,1657154,0,0,0,0,0,0,1146,657073,2347,180035,,,,
1416393652.40465,information_schema,sql_packages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416393652.40465,public,supplier,11,700000,3318470,3355395,100000,0,0,0,100000,0,11083,3339893,675,6654135,,,,
1416393652.40465,pg_catalog,pg_rewrite,0,0,6138,4890,416,0,416,0,111,16,3049,5368,1392,9080,1535,1682,904,7564
1416393652.40465,public,customer,14,15000000,81,1474320,1500000,0,0,0,1500000,0,196630,704296,4451,231,,,,
1416393652.40465,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_seclabel,0,0,3406,0,0,0,0,0,0,0,0,0,316,3090,0,0,0,0
1416393652.40465,pg_toast,pg_toast_12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416393652.40465,public,part,10,16000000,78,2367878,2000000,0,0,0,2000000,0,199410,409570,7912,747,,,,
1416393652.40465,pg_toast,pg_toast_12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_event_trigger,0,0,1296,0,0,0,0,0,0,0,0,0,356,940,,,,
1416393652.40465,information_schema,sql_features,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416393652.40465,information_schema,sql_languages,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0
1416393652.40465,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_extension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_ts_config,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
1416393652.40465,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
